WHO.909_AFG - Value,WHO.909_ALB - Value,WHO.909_DZA - Value,WHO.909_AGO - Value,WHO.909_ATG - Value,WHO.909_ARG - Value,WHO.909_ARM - Value,WHO.909_AUS - Value,WHO.909_AUT - Value,WHO.909_AZE - Value,WHO.909_BHR - Value,WHO.909_BGD - Value,WHO.909_BRB - Value,WHO.909_BLR - Value,WHO.909_BEL - Value,WHO.909_BLZ - Value,WHO.909_BEN - Value,WHO.909_BTN - Value,WHO.909_BOL - Value,WHO.909_BIH - Value,WHO.909_BWA - Value,WHO.909_BRA - Value,WHO.909_BRN - Value,WHO.909_BGR - Value,WHO.909_BFA - Value,WHO.909_BDI - Value,WHO.909_KHM - Value,WHO.909_CMR - Value,WHO.909_CAN - Value,WHO.909_CPV - Value,WHO.909_CAF - Value,WHO.909_TCD - Value,WHO.909_CHL - Value,WHO.909_CHN - Value,WHO.909_COL - Value,WHO.909_COM - Value,WHO.909_COD - Value,WHO.909_COG - Value,WHO.909_CRI - Value,WHO.909_HRV - Value,WHO.909_CUB - Value,WHO.909_CYP - Value,WHO.909_CZE - Value,WHO.909_DNK - Value,WHO.909_DJI - Value,WHO.909_DMA - Value,WHO.909_DOM - Value,WHO.909_ECU - Value,WHO.909_EGY - Value,WHO.909_SLV - Value,WHO.909_GNQ - Value,WHO.909_ERI - Value,WHO.909_EST - Value,WHO.909_ETH - Value,WHO.909_FJI - Value,WHO.909_FIN - Value,WHO.909_FRA - Value,WHO.909_GAB - Value,WHO.909_GMB - Value,WHO.909_GEO - Value,WHO.909_DEU - Value,WHO.909_GHA - Value,WHO.909_GRC - Value,WHO.909_GRD - Value,WHO.909_GTM - Value,WHO.909_GIN - Value,WHO.909_GNB - Value,WHO.909_GUY - Value,WHO.909_HTI - Value,WHO.909_HND - Value,WHO.909_HUN - Value,WHO.909_ISL - Value,WHO.909_IND - Value,WHO.909_IDN - Value,WHO.909_IRN - Value,WHO.909_IRQ - Value,WHO.909_IRL - Value,WHO.909_ISR - Value,WHO.909_ITA - Value,WHO.909_CIV - Value,WHO.909_JAM - Value,WHO.909_JPN - Value,WHO.909_JOR - Value,WHO.909_KAZ - Value,WHO.909_KEN - Value,WHO.909_KIR - Value,WHO.909_KWT - Value,WHO.909_KGZ - Value,WHO.909_LAO - Value,WHO.909_LVA - Value,WHO.909_LBN - Value,WHO.909_LSO - Value,WHO.909_LBR - Value,WHO.909_LBY - Value,WHO.909_LTU - Value,WHO.909_LUX - Value,WHO.909_MKD - Value,WHO.909_MDG - Value,WHO.909_MWI - Value,WHO.909_MYS - Value,WHO.909_MDV - Value,WHO.909_MLI - Value,WHO.909_MLT - Value,WHO.909_MRT - Value,WHO.909_MUS - Value,WHO.909_MEX - Value,WHO.909_MDA - Value,WHO.909_MNG - Value,WHO.909_MNE - Value,WHO.909_MAR - Value,WHO.909_MOZ - Value,WHO.909_MMR - Value,WHO.909_NAM - Value,WHO.909_NPL - Value,WHO.909_NLD - Value,WHO.909_NZL - Value,WHO.909_NIC - Value,WHO.909_NER - Value,WHO.909_NGA - Value,WHO.909_PRK - Value,WHO.909_NOR - Value,WHO.909_OMN - Value,WHO.909_PAK - Value,WHO.909_PAN - Value,WHO.909_PNG - Value,WHO.909_PRY - Value,WHO.909_PER - Value,WHO.909_PHL - Value,WHO.909_POL - Value,WHO.909_PRT - Value,WHO.909_QAT - Value,WHO.909_ROU - Value,WHO.909_RUS - Value,WHO.909_RWA - Value,WHO.909_KNA - Value,WHO.909_LCA - Value,WHO.909_VCT - Value,WHO.909_WSM - Value,WHO.909_STP - Value,WHO.909_SAU - Value,WHO.909_SEN - Value,WHO.909_SRB - Value,WHO.909_SYC - Value,WHO.909_SLE - Value,WHO.909_SGP - Value,WHO.909_SVK - Value,WHO.909_SVN - Value,WHO.909_SLB - Value,WHO.909_SOM - Value,WHO.909_ZAF - Value,WHO.909_KOR - Value,WHO.909_ESP - Value,WHO.909_LKA - Value,WHO.909_SDN - Value,WHO.909_SUR - Value,WHO.909_SWZ - Value,WHO.909_SWE - Value,WHO.909_CHE - Value,WHO.909_SYR - Value,WHO.909_TJK - Value,WHO.909_TZA - Value,WHO.909_THA - Value,WHO.909_BHS - Value,WHO.909_TLS - Value,WHO.909_TGO - Value,WHO.909_TON - Value,WHO.909_TTO - Value,WHO.909_TUN - Value,WHO.909_TUR - Value,WHO.909_TKM - Value,WHO.909_ARE - Value,WHO.909_UGA - Value,WHO.909_GBR - Value,WHO.909_UKR - Value,WHO.909_URY - Value,WHO.909_USA - Value,WHO.909_UZB - Value,WHO.909_VUT - Value,WHO.909_VEN - Value,WHO.909_VNM - Value,WHO.909_YEM - Value,WHO.909_ZMB - Value,WHO.909_ZWE - Value
21.1,25.7,26.5,23.7,28,27.6,27.4,27,25.1,27.8,28.8,20.6,29.9,26.7,25.2,30.1,23.8,23,27,26.4,26.2,26.1,22.9,25.5,21.7,21.3,21.6,25.1,26.8,25.1,22.6,22.1,28.1,23,26.3,22.5,21.8,23.3,27.2,25.2,27.1,26,26.6,25.2,24.4,29,27.4,27.2,30.2,28,24.7,21.2,25.3,20.8,29.6,25.7,24.8,26.2,25,26.6,25.7,24.5,25,27.8,27,22.6,23,26.9,23.6,26.9,25.9,26.1,21.4,23.1,27.4,28.5,26.7,27.4,24.8,23.9,28.9,21.9,29.3,26.9,23.1,31.5,31.3,25.9,22.1,25.7,27.3,26.9,23.4,29.3,26.1,26.1,25.4,20.8,23,25.5,26.5,23.2,27.1,26.4,26.1,28.9,27.1,25.8,25.7,26.3,23.4,22.9,25.3,20.8,25.3,27.5,27.7,22,23.8,21.3,25.8,26.7,23.5,27.9,26,26,26.1,23.5,25.9,26.3,29,25.3,27.3,22.1,30.8,27.8,28.1,33.8,25.1,29.7,24.4,25.4,28,24.1,22.8,26.4,26.6,29.1,22.7,29.6,23.4,26.4,23.2,23.3,28.3,28.6,25.2,24.1,28.9,24,23.2,24.4,29.6,21.6,22.9,34.5,28.8,28,28.3,24.8,29.7,22.5,27.1,26.4,26.7,28.4,25.6,28.7,28.3,21.2,26.1,23.2,24.7
